chamber,congress,year,party.mean.diff.d1,prop.moderate.d1,prop.moderate.dem.d1,prop.moderate.rep.d1,overlap,chamber.mean.d1,chamber.mean.d2,dem.mean.d1,dem.mean.d2,rep.mean.d1,rep.mean.d2,north.rep.mean.d1,north.rep.mean.d2,south.rep.mean.d1,south.rep.mean.d2,north.dem.mean.d1,north.dem.mean.d2,south.dem.mean.d1,south.dem.mean.d2,mean_weight,mean_contrib
Senate,99,1985,0.6197438928289992,0.31683168316831684,0.2765957446808511,0.35185185185185186,0,0.02575247524752475,-0.05173267326732673,-0.30559574468085104,0.2152765957446809,0.3141481481481482,-0.2841296296296296,0.28780487804878047,-0.4221951219512195,0.3972307692307692,0.1513076923076923,-0.34034285714285717,0.03805714285714286,-0.20425,0.7321666666666666,0.18691588785046728,0.11583997996803723
House,100,1987,0.6446023711032454,0.3129251700680272,0.3282442748091603,0.2905027932960894,0.09523809523809525,-0.04762585034013605,-0.04387528344671201,-0.3092671755725191,0.08518320610687023,0.33533519553072627,-0.23277653631284917,0.31393430656934307,-0.2953576642335766,0.40514285714285714,-0.02864285714285714,-0.35962087912087914,-0.09317032967032966,-0.1947125,0.4909375,0.8130841121495327,0.5241159465979659
Senate,100,1987,0.608407114624506,0.3069306930693069,0.2909090909090909,0.32608695652173914,0,-0.01726732673267326,-0.04288118811881188,-0.2943636363636364,0.20025454545454544,0.3140434782608696,-0.33358695652173914,0.2931315789473684,-0.4296052631578947,0.413375,0.1225,-0.3344615384615385,0.03641025641025641,-0.196625,0.599625,0.18691588785046728,0.11372095600458056
House,101,1989,0.6526237945492662,0.31910112359550563,0.33584905660377357,0.29444444444444445,0.05842696629213483,-0.04900224719101124,-0.05175280898876405,-0.31298490566037734,0.08136603773584905,0.3396388888888889,-0.24773333333333333,0.322125,-0.31322794117647057,0.3937727272727273,-0.04529545454545454,-0.3597445652173913,-0.09923369565217392,-0.20676543209876544,0.49161728395061727,0.8130841121495327,0.5306380385587491
Senate,101,1989,0.6164285714285714,0.29411764705882354,0.30357142857142855,0.2826086956521739,0,-0.0154313725490196,-0.06803921568627451,-0.2934285714285714,0.12326785714285714,0.323,-0.30093478260869566,0.2961621621621622,-0.3962162162162162,0.43333333333333335,0.09077777777777778,-0.326,-0.02678048780487805,-0.2044,0.5334,0.18691588785046728,0.11522029372496662
House,102,1991,0.6588664488017429,0.31519274376417233,0.337037037037037,0.2823529411764706,0.05,-0.06067573696145124,-0.03970748299319728,-0.31413703703703705,0.08081111111111111,0.3447294117647059,-0.22884117647058824,0.32303149606299214,-0.2925669291338583,0.4088139534883721,-0.04062790697674418,-0.3589162303664922,-0.08209424083769633,-0.205873417721519,0.47467088607594937,0.8130841121495327,0.5357138415490807
Senate,102,1991,0.618967868338558,0.29411764705882354,0.29310344827586204,0.29545454545454547,0,-0.03216666666666666,-0.07158823529411765,-0.29917241379310344,0.10601724137931036,0.31979545454545455,-0.30570454545454545,0.2906,-0.4076571428571429,0.43333333333333335,0.09077777777777778,-0.3322325581395349,-0.04306976744186047,-0.2044,0.5334,0.18691588785046728,0.1156949286614127
House,103,1993,0.7047779050042409,0.27539503386004516,0.30916030534351147,0.22777777777777777,0.02488687782805429,-0.04792776523702032,-0.03328216704288939,-0.3338167938931298,0.0697557251908397,0.37096111111111113,-0.18107222222222225,0.3510232558139535,-0.2631705426356589,0.4213921568627451,0.02658823529411765,-0.36803296703296706,-0.073939560439560445,-0.255975,0.3966625,0.8130841121495327,0.5730437171529809
Senate,103,1993,0.6339426900584795,0.27450980392156865,0.2807017543859649,0.26666666666666666,0,-0.01661764705882353,-0.0763529411764706,-0.29629824561403506,0.0741578947368421,0.33764444444444447,-0.267,0.2896875,-0.4183125,0.4556923076923077,0.10546153846153848,-0.32734090909090907,-0.07688636363636364,-0.19123076923076923,0.5853846153846154,0.18691588785046728,0.1184939607585943
House,104,1995,0.7578613102998697,0.19775280898876405,0.2115384615384615,0.1864406779661017,0.01801801801801801,0.04024943820224719,-0.03410112359550562,-0.3612596153846154,0.06245192307692308,0.39660169491525427,-0.11753389830508476,0.3746871165644172,-0.18952147239263803,0.44553424657534246,0.04320547945205479,-0.3948716216216217,-0.06864189189189189,-0.27835,0.38581666666666664,0.8130841121495327,0.616204990617651
Senate,104,1995,0.6528409090909091,0.23300970873786409,0.25,0.21818181818181817,0,0.04685436893203883,-0.11979611650485436,-0.30175,0.00822916666666666,0.3510909090909091,-0.23152727272727272,0.315609756097561,-0.35792682926829267,0.455,0.13864285714285715,-0.32221052631578945,-0.14173684210526316,-0.224,0.5781,0.18691588785046728,0.12202633814783347
House,105,1997,0.7771205382667647,0.1554054054054054,0.15566037735849056,0.15584415584415584,0.01805869074492099,0.02836036036036036,-0.02184684684684684,-0.3755707547169811,0.03642924528301886,0.40154978354978355,-0.07357575757575757,0.38173376623376626,-0.13814285714285715,0.4411818181818182,0.05555844155844156,-0.3982625,-0.05625625,-0.30575,0.32161538461538464,0.8130841121495327,0.6318643628897994
Senate,105,1997,0.6841232323232322,0.18,0.2,0.16363636363636364,0,0.06589,-0.11963,-0.31037777777777775,-0.04962222222222223,0.37374545454545455,-0.1769090909090909,0.33892307692307694,-0.30443589743589744,0.458625,0.1339375,-0.3258918918918919,-0.15264864864864866,-0.238625,0.426875,0.18691588785046728,0.12787350136882844
House,106,1999,0.7768158998435055,0.15681818181818183,0.1596244131455399,0.15555555555555556,0.01598173515981735,0.02621818181818181,-0.00714772727272727,-0.3727981220657277,0.04469014084507042,0.40401777777777775,-0.05679111111111111,0.3840612244897959,-0.12280272108843536,0.4416282051282051,0.06761538461538462,-0.3965679012345679,-0.04182716049382716,-0.2972941176470588,0.31950980392156864,0.8130841121495327,0.631616666227897
Senate,106,1999,0.6585667701863354,0.21568627450980393,0.2608695652173913,0.17857142857142858,0.06862745098039216,0.0668921568627451,-0.1480980392156863,-0.2946739130434783,-0.06302173913043478,0.36389285714285713,-0.21798214285714287,0.3307,-0.345025,0.446875,0.099625,-0.3236216216216216,-0.15216216216216216,-0.1756666666666667,0.30344444444444446,0.18691588785046728,0.12309659255819352
House,107,2001,0.7863605509099852,0.1463963963963964,0.14953271028037382,0.14473684210526316,0.00904977375565611,0.02886036036036036,0.00563963963963964,-0.3767289719626168,0.04031775700934579,0.4096315789473684,-0.02735964912280701,0.3898904109589041,-0.1025068493150685,0.44478048780487806,0.1064390243902439,-0.39942944785276074,-0.04640490797546012,-0.30417647058823527,0.3174901960784314,0.8130841121495327,0.6393772703660627
Senate,107,2001,0.66352,0.21782178217821785,0.26,0.18,0.06,0.03397029702970297,-0.12278217821782178,-0.29468,-0.04156,0.36884,-0.1944,0.3358857142857143,-0.331,0.44573333333333337,0.12433333333333334,-0.32097560975609757,-0.12648780487804878,-0.1748888888888889,0.3453333333333333,0.18691588785046728,0.12402242990654205
House,108,2003,0.7929570845820846,0.1340909090909091,0.14423076923076922,0.12554112554112554,0,0.03969772727272727,0.01734545454545454,-0.37622115384615384,0.04820192307692308,0.41673593073593074,-0.00851515151515151,0.3986216216216216,-0.08409459459459459,0.44903614457831326,0.12625301204819278,-0.4043831168831169,-0.04911688311688312,-0.2959074074074074,0.3257407407407407,0.8130841121495327,0.6447408070901062
Senate,108,2003,0.649484068627451,0.22,0.25,0.19607843137254904,0.0505050505050505,0.03949,-0.12172,-0.29189583333333335,-0.0409375,0.35758823529411765,-0.1883137254901961,0.33111111111111113,-0.2917777777777778,0.42113333333333336,0.06,-0.31943589743589745,-0.1342051282051282,-0.17255555555555557,0.3632222222222222,0.18691588785046728,0.12139889133223383
House,109,2005,0.8099200083848653,0.1252847380410023,0.12807881773399016,0.12340425531914892,0,0.04603416856492027,0.01377904328018223,-0.3871625615763547,0.03148275862068965,0.42275744680851063,3.617021276595755e-4,0.3992972972972973,-0.07555405405405405,0.4626666666666666,0.12950574712643678,-0.40554777070063697,-0.04487261146496815,-0.3244130434782609,0.29208695652173916,0.8130841121495327,0.6585330909297503
Senate,109,2005,0.6856424242424243,0.18811881188118812,0.2222222222222222,0.16363636363636364,0,0.06594059405940594,-0.13920792079207922,-0.30773333333333336,-0.09875555555555555,0.3779090909090909,-0.16387272727272728,0.33831428571428573,-0.27371428571428574,0.4472,0.02834999999999999,-0.3191951219512195,-0.1430731707317073,-0.19025,0.35550000000000004,0.18691588785046728,0.12815746247521947
House,110,2007,0.8077840505014183,0.13808463251670378,0.1728395061728395,0.0970873786407767,0,0.00227171492204899,0.03846993318485523,-0.3683374485596708,0.04421810699588477,0.4394466019417475,0.03168932038834951,0.41714754098360657,-0.04288524590163934,0.4718333333333333,0.14,-0.3864391534391534,-0.02817989417989418,-0.30498148148148146,0.2976111111111111,0.8130841121495327,0.656796377510499
Senate,110,2007,0.6864894117647059,0.2058823529411765,0.26,0.1568627450980392,0,0.04583333333333333,-0.11659803921568627,-0.29496,-0.085,0.3915294117647059,-0.1414901960784314,0.35661290322580647,-0.26370967741935486,0.44565,0.04795,-0.30706666666666665,-0.12655555555555556,-0.186,0.28900000000000003,0.18691588785046728,0.12831577789994503
House,111,2009,0.8051159088565831,0.16517857142857142,0.23018867924528305,0.07103825136612021,0,-0.02,0.03686830357142857,-0.3488754716981132,0.0382,0.4562404371584699,0.03493989071038252,0.4376,-0.03285714285714285,0.48133333333333334,0.12620512820512822,-0.3640579710144928,-0.02407729468599033,-0.2946896551724138,0.26046551724137934,0.8130841121495327,0.6546269539301189
Senate,111,2009,0.705310606060606,0.23423423423423423,0.30303030303030304,0.13636363636363635,0,-0.03115315315315315,-0.09266666666666666,-0.3086060606060606,-0.07022727272727272,0.3967045454545455,-0.11872727272727272,0.3545,-0.23373076923076924,0.45766666666666667,0.04738888888888889,-0.3223898305084746,-0.10723728813559322,-0.19242857142857145,0.24171428571428571,0.18691588785046728,0.13183375814216935
House,112,2011,0.8605803061224491,0.08764044943820225,0.115,0.0653061224489796,0,0.08048764044943821,0.00742921348314606,-0.393315,-0.03224499999999999,0.467265306122449,0.03981632653061225,0.4433825503355705,-0.00802013422818791,0.5043333333333333,0.1140625,-0.400641975308642,-0.08829012345679012,-0.36207894736842106,0.2066842105263158,0.8130841121495327,0.6997241741369445
Senate,112,2011,0.7440479559748427,0.2058823529411765,0.32075471698113206,0.08333333333333333,0,0.04740196078431372,-0.08001960784313726,-0.30033962264150943,-0.06947169811320755,0.4437083333333333,-0.0844375,0.41113333333333335,-0.1656,0.498,0.05083333333333333,-0.3135531914893617,-0.1105531914893617,-0.19683333333333333,0.25233333333333335,0.18691588785046728,0.1390743842943631
House,113,2013,0.8661715686274509,0.08783783783783784,0.1176470588235294,0.0625,0,0.08377927927927928,-0.00386261261261261,-0.38442156862745097,-0.06908333333333333,0.48175,0.051575,0.4506492537313433,0.02297014925373134,0.521066037735849,0.08773584905660378,-0.38567682926829266,-0.11297560975609756,-0.379275,0.110875,0.8130841121495327,0.704270340846619
Senate,113,2013,0.795836003051106,0.2,0.2982456140350877,0.06521739130434782,0,0.02192380952380952,-0.06582857142857143,-0.326140350877193,-0.08012280701754386,0.469695652173913,-0.03767391304347826,0.4388571428571429,-0.09225,0.5176666666666667,0.04722222222222222,-0.3400392156862745,-0.1164313725490196,-0.208,0.2285,0.18691588785046728,0.14875439309366467
House,114,2015,0.8745130845040889,0.07936507936507936,0.08947368421052632,0.07171314741035857,0,0.10321768707482994,-0.00590929705215419,-0.39452105263157894,-0.0765157894736842,0.47999203187250994,0.04753784860557769,0.4454344827586207,0.01484827586206896,0.5272641509433962,0.09225471698113208,-0.394,-0.11718831168831167,-0.39675,0.09747222222222222,0.8130841121495327,0.7110526948771564
Senate,114,2015,0.8095505050505051,0.15,0.2727272727272727,0.03703703703703703,0,0.10341,-0.0876,-0.3332727272727273,-0.1285681818181818,0.4762777777777778,-0.04612962962962963,0.4552121212121212,-0.09651515151515153,0.5093809523809524,0.03304761904761905,-0.34195121951219515,-0.1424390243902439,-0.21466666666666667,0.061,0.18691588785046728,0.15131785141130935
House,115,2017,0.877705,0.07777777777777778,0.1,0.06,0,0.0990088888888889,6.222222222222238e-4,-0.388605,-0.05431,0.4891,0.044568,0.44682638888888887,0.03961111111111111,0.5465283018867925,0.05130188679245283,-0.3883333333333333,-0.096,-0.38976315789473687,0.12342105263157896,0.8130841121495327,0.7136479906542056
Senate,115,2017,0.8221329545454545,0.1619047619047619,0.2916666666666667,0.03636363636363636,0,0.09503809523809524,-0.06885714285714285,-0.3351875,-0.10864583333333332,0.48694545454545457,-0.02550909090909091,0.46909375,-0.067,0.5117826086956522,0.03221739130434783,-0.34902272727272726,-0.12693181818181817,-0.183,0.0925,0.18691588785046728,0.1536697111299915
House,116,2019,0.8722983974358974,0.09799554565701558,0.15416666666666667,0.03365384615384615,0,0.03375501113585746,0.02486859688195991,-0.37196666666666667,-6.083333333333328e-4,0.5003317307692308,0.05887019230769231,0.4583217391304348,0.06865217391304348,0.5522795698924731,0.0467741935483871,-0.368390625,-0.04698958333333333,-0.38627083333333334,0.18491666666666667,0.8130841121495327,0.7092519680086269
Senate,116,2019,0.841585346215781,0.13725490196078433,0.2391304347826087,0.03703703703703703,0,0.10244117647058824,-0.04672549019607843,-0.3428260869565217,-0.12089130434782608,0.4987592592592593,0.02605555555555555,0.47734375,0.04034375,0.5299090909090909,0.00527272727272727,-0.3542093023255814,-0.13009302325581396,-0.17966666666666667,0.011,0.18691588785046728,0.1573056721898656
House,117,2021,0.8820633214782743,0.08351648351648351,0.12931034482758622,0.03587443946188341,0,0.05287692307692308,0.01609230769230769,-0.3794310344827586,-0.03093103448275862,0.5026322869955157,0.06501345291479821,0.4629453125,0.085328125,0.5561052631578948,0.03764210526315789,-0.3754754098360656,-0.08530601092896174,-0.3942040816326531,0.17214285714285715,0.8130841121495327,0.7171916726038304
Senate,117,2021,0.877531012404962,0.12745098039215683,0.20408163265306123,0.0392156862745098,0,0.08662745098039216,-0.04776470588235294,-0.3520408163265306,-0.10653061224489796,0.5254901960784314,0.0188235294117647,0.5056666666666667,0.037,0.5538095238095239,-0.00714285714285714,-0.3533777777777778,-0.13253333333333334,-0.337,0.186,0.18691588785046728,0.1640244882999929
House,118,2023,0.8926859335038363,0.07760532150776053,0.12217194570135746,0.03478260869565217,0,0.07072062084257207,0.00822172949002217,-0.3845294117647059,-0.0418235294117647,0.5081565217391304,0.05630869565217392,0.4694923076923077,0.0692076923076923,0.55842,0.03954,-0.3788011363636364,-0.08418181818181818,-0.4069333333333333,0.12384444444444444,0.8130841121495327,0.7258287496713435
Senate,118,2023,0.8947456828885401,0.14285714285714285,0.19230769230769232,0.04081632653061224,0,0.07159047619047619,-0.04246666666666666,-0.35015384615384615,-0.10667307692307693,0.5445918367346939,0.04322448979591836,0.5273103448275862,0.06382758620689655,0.56965,0.01335,-0.35125,-0.1310625,-0.337,0.186,0.18691588785046728,0.16724218371748412
House,119,2025,0.9118104520449654,0.08685968819599109,0.14414414414414414,0.02654867256637168,0,0.0736815144766147,0.00943207126948775,-0.38654054054054054,-0.03735135135135135,0.5252699115044248,0.05422566371681416,0.4841382113821138,0.05799186991869919,0.5743883495145631,0.04972815533980582,-0.3770677966101695,-0.07512429378531073,-0.4238,0.11122222222222222,0.8130841121495327,0.7413785918496447
Senate,119,2025,0.9207698412698412,0.0970873786407767,0.15555555555555556,0.03571428571428571,0,0.13424271844660193,-0.0053883495145631,-0.3665555555555556,-0.09222222222222222,0.5542142857142858,0.075125,0.5447352941176471,0.10947058823529413,0.5688636363636363,0.02204545454545455,-0.3694390243902439,-0.11936585365853658,-0.337,0.186,0.18691588785046728,0.1721065123868862
Combined,NA,1879,0.7787909805666815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1881,0.7791357630921707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1883,0.7311454128467586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1885,0.7483055496821301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1887,0.7616260572832315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1889,0.7896313241540622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1891,0.7636471249487478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1893,0.7857099524512214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1895,0.825167784606678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1897,0.8172473174776713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1899,0.8041741174778758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1901,0.8082036024029883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1903,0.8099359984463377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1905,0.8205076611301889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1907,0.7964916482722659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1909,0.779209650747354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1911,0.7349061235363678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1913,0.7072048662241814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1915,0.7204017615706884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1917,0.7122416976549855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1919,0.7159032527029503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1921,0.7047129594591022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1923,0.6903645562208893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1925,0.673608088449112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1927,0.6677833676869862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1929,0.6580140437844398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1931,0.6120047900697434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1933,0.5745989009752012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1935,0.5502938107078551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1937,0.55549335755243745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1939,0.5417980453678102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1941,0.5520603089540604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1943,0.5384399194096877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1945,0.5542084421621991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1947,0.5154999452873753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1949,0.5438554164336525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1951,0.5300125965054856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1953,0.5212048821626772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1955,0.5478211696529874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1957,0.541806610213297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1959,0.556065957004512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1961,0.540998448397397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1963,0.5520877554311132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1965,0.5522449751219584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1967,0.5410436129654353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1969,0.5598119599986279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1971,0.5565415260387223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1973,0.5855827040253205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1975,0.5831270126058212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1977,0.5759847454211168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1979,0.5948821680927204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1981,0.6074909429036036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1983,0.6239303965958745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1985,0.6388837919508106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1987,0.6378369026025464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1989,0.6458583322837157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1991,0.6514087702104935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1993,0.6915376779115752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1995,0.7382313287654845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1997,0.7597378642586279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,1999,0.7547132587860905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,2001,0.7633997002726047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,2003,0.76613969842234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,2005,0.7866905534049697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,2007,0.7851121554104441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,2009,0.7864607120722883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,2011,0.8387985584313077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,2013,0.8530247339402837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,2015,0.8623705462884658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,2017,0.8673177017841971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,2019,0.8665576401984925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,2021,0.8812161609038234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,2023,0.8930709333888276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Combined,NA,2025,0.913485104236531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
